	sub_clusters_manual
24-24780552-24780882	unassigned
24-24814696-24815268	unassigned
24-24834921-24835451	unassigned
24-24859288-24859881	unassigned
24-24862475-24863143	unassigned
24-24873060-24873454	unassigned
24-24904906-24905157	unassigned
24-24906053-24906643	unassigned
24-24911357-24912209	unassigned
24-24913120-24913613	unassigned
24-24935417-24936482	sub_clust_2
24-25087829-25088117	sub_clust_0
24-25094018-25094684	unassigned
24-25098931-25100147	unassigned
24-25106180-25106388	unassigned
24-25118043-25118970	unassigned
24-25128913-25129919	unassigned
24-25152813-25153278	unassigned
24-25225475-25226245	unassigned
24-25231858-25232462	sub_clust_3
24-25253687-25253999	unassigned
24-25262065-25262610	unassigned
24-25294493-25295089	unassigned
24-25324736-25325060	unassigned
24-25341848-25342210	unassigned
24-25357420-25358280	unassigned
24-25370108-25370716	unassigned
24-25374996-25375860	unassigned
24-25391232-25391511	unassigned
24-25391882-25392191	unassigned
24-25408550-25408992	unassigned
24-25432583-25433466	unassigned
24-25495961-25496293	unassigned
24-25529068-25529296	unassigned
24-25554454-25555301	unassigned
24-25557564-25558011	sub_clust_2
24-25559129-25560696	sub_clust_5
24-25574750-25575196	sub_clust_0
24-25577626-25578225	sub_clust_2
24-25600620-25601207	unassigned
24-25633013-25633413	unassigned
24-25656265-25656640	unassigned
24-25696745-25697605	sub_clust_0
24-25698074-25698306	unassigned
24-25704979-25705233	unassigned
24-25729610-25729920	unassigned
24-25751137-25751516	unassigned
24-25822515-25823380	unassigned
24-25829991-25830275	unassigned
24-25831425-25831690	unassigned
24-25852972-25853657	sub_clust_3
24-25858101-25858534	unassigned
24-25862002-25862690	unassigned
24-25884549-25884763	unassigned
24-25931998-25932197	unassigned
24-25934511-25934931	unassigned
24-25978346-25978701	unassigned
24-25988068-25988267	unassigned
24-25995400-25996243	unassigned
24-26038853-26039755	unassigned
24-26066638-26067329	unassigned
24-26127819-26128457	unassigned
24-26128897-26129222	unassigned
24-26136532-26136801	unassigned
24-26146915-26147499	sub_clust_3
24-26169560-26169945	unassigned
24-26202762-26203222	unassigned
24-26232417-26232781	sub_cluster_4
24-26244753-26245495	unassigned
24-26283113-26283522	unassigned
24-26338054-26338253	unassigned
24-26364908-26365141	unassigned
24-26378250-26378674	sub_clust_2
24-26522895-26523557	unassigned
24-26577834-26578073	sub_clust_0
24-26698216-26698727	unassigned
24-26699116-26700107	unassigned
24-26733576-26734283	unassigned
24-26765921-26766350	unassigned
24-26792650-26793420	unassigned
24-26827708-26828021	unassigned
24-26852624-26852979	sub_clust_2
24-26971187-26971598	unassigned
24-26972188-26972496	unassigned
24-27008496-27009302	unassigned
24-27018717-27019633	unassigned
24-27030425-27030865	unassigned
24-27037918-27038719	unassigned
24-27065569-27066174	sub_clust_0
24-27100246-27101103	unassigned
24-27135689-27136335	unassigned
24-27164422-27165007	sub_clust_3
24-27171651-27171978	unassigned
24-27190554-27191012	unassigned
24-27204925-27205711	unassigned
24-27206312-27206642	unassigned
24-27206764-27207594	unassigned
24-27246803-27247719	unassigned
24-27303339-27304401	sub_clust_2
24-27304409-27304730	sub_cluster_4
24-27350979-27351487	unassigned
24-27356651-27357102	unassigned
24-27392347-27393020	sub_clust_5
24-27406458-27407173	unassigned
24-27407988-27408201	unassigned
24-27443364-27444066	unassigned
24-27448313-27448848	unassigned
24-27467953-27468456	unassigned
24-27509342-27509877	unassigned
24-27518914-27519249	unassigned
24-27540184-27540774	unassigned
24-27543822-27544495	unassigned
24-27551128-27552193	unassigned
24-27610904-27611639	unassigned
24-27616389-27616986	unassigned
24-27633424-27635464	unassigned
24-27680833-27682095	unassigned
24-27700068-27701343	unassigned
24-27707848-27708104	unassigned
24-27709105-27709582	unassigned
24-27719471-27719900	unassigned
24-27728119-27729189	unassigned
24-27733997-27734665	unassigned
24-27754359-27755471	unassigned
24-27757664-27757925	unassigned
24-27795364-27795810	sub_cluster_4
24-27828116-27828888	unassigned
24-27849491-27850478	unassigned
24-27883649-27884583	unassigned
24-27888157-27888410	unassigned
24-27924480-27924679	unassigned
24-27941237-27941951	unassigned
24-27946453-27946980	unassigned
24-27958421-27958720	unassigned
24-27961712-27961988	unassigned
24-27978768-27979488	unassigned
24-27979641-27980279	unassigned
24-27983052-27983373	sub_clust_0
24-27989043-27989370	unassigned
24-27990917-27991835	sub_clust_2
24-27996565-27996881	unassigned
24-27999073-27999622	unassigned
24-28002308-28002606	sub_clust_0
24-28031074-28031592	unassigned
24-28033712-28034428	unassigned
24-28040100-28041039	unassigned
24-28044560-28044908	unassigned
24-28057327-28057526	unassigned
24-28106028-28106448	unassigned
24-28106772-28107471	unassigned
24-28131894-28132346	unassigned
24-28135777-28136317	unassigned
24-28145315-28146477	unassigned
24-28196590-28197359	unassigned
24-28201876-28203446	unassigned
24-28279603-28280667	sub_clust_3
24-28281411-28282037	unassigned
24-28291037-28291441	unassigned
24-28297356-28298623	unassigned
24-28315117-28315434	unassigned
24-28318843-28319412	unassigned
24-28342305-28343013	unassigned
24-28344568-28345210	unassigned
24-28353453-28354278	unassigned
24-28450787-28451924	unassigned
24-28538480-28539439	unassigned
24-28581164-28581453	unassigned
24-28590458-28590824	unassigned
24-28616151-28616620	unassigned
24-28633304-28634619	unassigned
24-28645545-28645744	unassigned
24-28671940-28672292	unassigned
24-28686589-28687021	unassigned
24-28719920-28720588	sub_clust_5
24-28753970-28754169	unassigned
24-28754379-28754730	unassigned
24-28796720-28798095	unassigned
24-28806091-28806314	unassigned
24-28841016-28841767	unassigned
24-28895665-28896122	unassigned
24-28930732-28931451	unassigned
24-28939734-28940341	unassigned
24-28953371-28953969	sub_clust_5
24-28961389-28961588	unassigned
24-28966779-28967404	unassigned
24-28974733-28975045	unassigned
24-29006211-29006410	unassigned
24-29006454-29006933	unassigned
24-29040944-29041398	unassigned
24-29044843-29045780	unassigned
24-29046964-29047170	unassigned
24-29067372-29068069	unassigned
24-29072823-29073298	unassigned
24-29105514-29106133	unassigned
24-29106360-29106648	unassigned
24-29135695-29136579	unassigned
24-29161185-29161433	unassigned
24-29172499-29172976	unassigned
24-29179427-29180039	unassigned
24-29186256-29186459	unassigned
24-29191114-29191523	unassigned
24-29195315-29195734	unassigned
24-29223038-29223242	unassigned
24-29228533-29229975	unassigned
24-29249826-29250288	unassigned
24-29269248-29269809	unassigned
24-29280540-29280918	unassigned
24-29385316-29386106	unassigned
24-29408615-29408998	unassigned
24-29460794-29461515	unassigned
24-29478810-29480071	unassigned
24-29485921-29486450	unassigned
24-29513508-29514301	unassigned
24-29571712-29572339	unassigned
24-29583833-29584289	unassigned
24-29612958-29613207	unassigned
24-29631915-29632153	unassigned
24-29703712-29704342	unassigned
24-29710840-29711522	sub_clust_0
24-29712541-29713271	unassigned
24-29719676-29719875	unassigned
24-29721863-29722954	unassigned
24-29732163-29732836	unassigned
24-29735692-29736799	unassigned
24-29773754-29774233	unassigned
24-29787705-29787971	unassigned
24-29788212-29788784	unassigned
24-29795389-29795679	unassigned
24-29830951-29831209	unassigned
24-29844265-29844609	unassigned
24-29870206-29870482	unassigned
24-29876890-29877381	unassigned
24-29881983-29882332	unassigned
24-29892323-29892865	unassigned
24-29903152-29903401	unassigned
24-29905642-29906085	unassigned
24-29912461-29912987	unassigned
24-29936338-29937142	sub_clust_5
24-29937576-29938168	unassigned
24-30005914-30006475	unassigned
24-30029270-30029644	unassigned
24-30047714-30047913	unassigned
24-30070471-30070820	unassigned
24-30096447-30097171	sub_clust_3
24-30100540-30100922	unassigned
24-30107909-30108262	unassigned
24-30130370-30131523	unassigned
24-30153811-30154946	unassigned
24-30157512-30157879	unassigned
24-30172117-30172322	unassigned
24-30173107-30173357	unassigned
24-30191585-30191858	unassigned
24-30195930-30197040	unassigned
24-30245445-30245644	unassigned
24-30254660-30254872	unassigned
24-30263083-30263865	unassigned
24-30267293-30267571	unassigned
24-30295462-30296059	unassigned
24-30309390-30310036	unassigned
24-30311320-30311981	unassigned
24-30414539-30415655	unassigned
24-30454186-30454871	sub_clust_2
24-30455827-30456602	unassigned
24-30466743-30467316	unassigned
24-30499741-30500245	unassigned
24-30527012-30527249	unassigned
24-30538628-30539180	unassigned
24-30556044-30556759	sub_clust_2
24-30575854-30576153	unassigned
24-30589100-30589827	unassigned
24-30604026-30604701	unassigned
24-30612990-30613272	unassigned
24-30613425-30613624	unassigned
24-30674910-30675366	sub_clust_1
24-30686451-30687013	unassigned
24-30692596-30692904	unassigned
24-30701926-30703035	sub_clust_2
24-30766009-30766382	unassigned
24-30792908-30793671	sub_cluster_4
24-30822905-30824026	sub_clust_1
24-30877424-30877865	unassigned
24-30969226-30971018	unassigned
24-30998516-30999245	unassigned
24-31116451-31117045	sub_clust_5
24-31132481-31132868	unassigned
24-31159320-31160122	unassigned
24-31174297-31174565	unassigned
24-31210971-31212822	unassigned
24-31225601-31226100	sub_cluster_4
24-31255279-31255478	unassigned
24-31320432-31320631	unassigned
24-31322297-31323100	sub_clust_5
24-31351569-31352502	unassigned
24-31379870-31380070	unassigned
24-31392905-31393645	sub_clust_2
24-31429654-31431393	sub_clust_2
24-31460392-31461067	unassigned
24-31487740-31488280	unassigned
24-31490081-31491180	unassigned
24-31511169-31511606	unassigned
24-31526763-31527273	unassigned
24-31549461-31549941	unassigned
24-31564332-31564645	unassigned
24-31657130-31657654	unassigned
24-31683521-31683752	unassigned
24-31721887-31722267	unassigned
24-31731966-31732755	unassigned
24-31745055-31745787	unassigned
24-31755294-31755939	unassigned
24-31795817-31796664	unassigned
24-31799583-31800199	sub_clust_2
24-31811529-31812280	sub_clust_1
24-31842656-31843147	sub_clust_2
24-31860544-31860953	unassigned
24-31879599-31879869	unassigned
24-31916218-31916787	sub_cluster_4
24-31944624-31945222	sub_clust_2
24-31987097-31987312	unassigned
24-32070796-32071536	sub_clust_2
24-32092801-32093258	unassigned
24-32109628-32110439	unassigned
24-32130539-32130894	sub_clust_2
24-32178220-32178886	unassigned
24-32226863-32227294	unassigned
24-32260572-32260773	unassigned
24-32269520-32269943	unassigned
24-32272722-32273051	unassigned
24-32345040-32345608	unassigned
24-32348381-32349560	sub_clust_2
24-32350138-32350400	unassigned
24-32353856-32354273	unassigned
24-32356053-32356356	unassigned
24-32378326-32379138	unassigned
24-32401816-32402277	unassigned
24-32418181-32418485	unassigned
24-32418515-32418890	unassigned
24-32442391-32442625	unassigned
24-32454910-32455683	unassigned
24-32536399-32536866	unassigned
24-32617396-32617872	unassigned
24-32642921-32643274	unassigned
24-32653688-32653984	unassigned
24-32681193-32681588	unassigned
24-32706136-32706507	unassigned
24-32735304-32735827	unassigned
24-32767420-32767645	unassigned
24-32800060-32800661	unassigned
24-32818353-32818552	unassigned
24-32832450-32832955	unassigned
24-32839923-32840663	unassigned
24-32847720-32848095	unassigned
24-32861982-32862348	unassigned
24-32867035-32867832	unassigned
24-32896806-32897080	unassigned
24-32899716-32900448	unassigned
24-32940134-32941377	unassigned
24-32941463-32941662	unassigned
24-32944705-32945055	unassigned
24-32949221-32949583	unassigned
24-32949873-32950359	unassigned
24-32959577-32960608	unassigned
24-32968538-32969361	unassigned
24-32976569-32977093	unassigned
24-33052732-33052957	unassigned
24-33059394-33059809	unassigned
24-33061387-33061953	unassigned
24-33087707-33088250	unassigned
24-33094140-33094780	sub_clust_1
24-33098788-33099345	unassigned
24-33102433-33103321	unassigned
24-33119887-33120481	unassigned
24-33126321-33126728	unassigned
24-33147602-33147889	unassigned
24-33156433-33157110	unassigned
24-33191994-33192498	unassigned
24-33197693-33198195	unassigned
24-33201102-33202627	unassigned
24-33202825-33203227	sub_clust_2
24-33268277-33268638	unassigned
24-33283688-33284033	unassigned
24-33312905-33313116	unassigned
24-33315185-33315607	unassigned
24-33321000-33321611	unassigned
24-33355926-33356366	unassigned
24-33449993-33450560	unassigned
24-33469587-33469786	unassigned
24-33510579-33511332	unassigned
24-33516289-33517116	unassigned
24-33548298-33548543	unassigned
24-33578692-33579616	sub_clust_5
24-33584817-33585349	unassigned
24-33586151-33586863	unassigned
24-33613064-33614324	unassigned
24-33614500-33614907	unassigned
24-33632073-33632604	unassigned
24-33728050-33728719	unassigned
24-33746115-33747075	unassigned
24-33747404-33747876	sub_cluster_4
24-33785647-33786047	sub_clust_2
24-33803526-33804182	sub_clust_3
24-33821306-33821755	unassigned
24-33837501-33837705	unassigned
24-33848475-33848771	unassigned
24-33907068-33907524	unassigned
24-34015951-34016580	sub_clust_5
24-34056013-34056512	unassigned
24-34112497-34113962	unassigned
24-34145806-34147357	unassigned
24-34154936-34155461	unassigned
24-34211014-34211984	unassigned
24-34216869-34217971	unassigned
24-34233192-34233911	unassigned
24-34248769-34249319	unassigned
24-34277626-34278017	unassigned
24-34349458-34349875	unassigned
24-34350156-34350600	unassigned
24-34361555-34361912	unassigned
24-34381426-34381625	unassigned
24-34392655-34393087	unassigned
24-34403797-34404470	unassigned
24-34415888-34416094	unassigned
24-34425866-34426554	sub_clust_0
24-34440322-34440934	sub_clust_3
24-34463667-34464095	sub_clust_3
24-34470935-34471261	unassigned
24-34512071-34512937	unassigned
24-34524339-34524646	unassigned
24-34532421-34532741	unassigned
24-34537916-34538769	unassigned
24-34560830-34561125	unassigned
24-34571200-34571978	sub_clust_2
24-34606348-34607692	unassigned
24-34660109-34660334	unassigned
24-34742855-34743224	unassigned
24-34747875-34748074	unassigned
24-34792914-34793602	unassigned
24-34817870-34818346	unassigned
24-34819333-34820537	unassigned
24-34846165-34846475	unassigned
24-34872251-34872479	sub_clust_2
24-35013765-35013964	unassigned
24-35032345-35032813	unassigned
24-35036662-35037519	unassigned
24-35055014-35055963	unassigned
24-35059222-35060172	unassigned
24-35076235-35077187	unassigned
24-35091018-35092425	unassigned
24-35135783-35136456	unassigned
24-35171726-35171925	unassigned
24-35187152-35187991	unassigned
24-35196714-35197067	unassigned
24-35200730-35200947	unassigned
24-35201094-35201433	unassigned
24-35216088-35217278	unassigned
24-35242814-35243049	unassigned
24-35268141-35268746	unassigned
24-35285481-35285894	sub_clust_1
24-35319102-35319671	unassigned
24-35366415-35366677	unassigned
24-35428284-35428883	unassigned
24-35443600-35443885	sub_clust_0
24-35456200-35456879	unassigned
24-35491612-35492790	unassigned
24-35495078-35495879	unassigned
24-35585873-35586778	sub_clust_3
24-35608972-35609959	unassigned
24-35729512-35730805	unassigned
24-35817450-35817775	unassigned
24-35859914-35860505	unassigned
24-35896540-35897777	sub_clust_2
24-35929597-35930685	sub_clust_3
24-36053934-36054786	unassigned
24-36155777-36156332	sub_clust_2
24-36176199-36176619	sub_clust_2
24-36178520-36179007	sub_clust_1
24-36180574-36180879	unassigned
24-36207972-36208713	unassigned
24-36288138-36288521	unassigned
24-36288555-36288754	unassigned
24-36351128-36351350	unassigned
24-36412420-36412940	unassigned
24-36414732-36415052	unassigned
24-36437899-36438118	unassigned
24-36497396-36497723	unassigned
24-36506826-36507384	unassigned
24-36520593-36521448	unassigned
24-36550713-36551660	unassigned
24-36579906-36580390	unassigned
24-36580667-36581171	unassigned
24-36633355-36634246	unassigned
24-36650637-36651466	unassigned
24-36713151-36713579	unassigned
24-36759744-36760034	unassigned
24-36770556-36771162	sub_clust_2
24-36817671-36818027	unassigned
24-36828285-36829012	unassigned
24-36845853-36846327	unassigned
24-36871020-36871434	sub_clust_2
24-36880193-36881153	unassigned
24-36897346-36898299	unassigned
24-36905002-36906474	sub_clust_5
24-36906637-36907253	sub_clust_0
24-36958205-36959209	unassigned
24-36963724-36963923	unassigned
24-36996032-36996432	sub_clust_2
24-37061911-37062260	unassigned
24-37090860-37091293	unassigned
24-37133342-37133541	unassigned
24-37166581-37166784	unassigned
24-37180153-37180545	unassigned
24-37203101-37203658	unassigned
24-37213973-37214326	unassigned
24-37242668-37242965	sub_clust_0
24-37243084-37243815	sub_clust_0
24-37247217-37247416	unassigned
24-37429827-37430295	sub_clust_2
24-37467035-37467254	unassigned
